country_name,region,incomegroup,year,life_expectancy_world_bank,prevelance_of_undernourishment,co2,health_expenditure_per,education_expenditure_per,unemployment,sanitation,injuries,communicable,noncommunicable,year_dt
Central_African_Republic,Sub-Saharan_Africa,Low_income,2010,47.31,30.3,170.000001788139,3.83,1.12,5.67,17.16,376495.66,3632631.56,908155.73,2010
Canada,North_America,High_income,2010,81.25,2.5,537010.009765625,10.7,5.36,8.06,80.85,850899.83,411017.19,7358845.41,2010
Switzerland,Europe_&_Central_Asia,High_income,2010,82.25,2.5,45209.9990844727,9.94,4.77,4.8,99.62,218311.67,78326.76,1805859.58,2010
Chile,Latin_America_&_Caribbean,High_income,2010,78.78,3.4,69750.0,6.77,4.16,8.42,62.86,550065.92,301674.32,3216236.06,2010
China,East_Asia_&_Pacific,Upper_middle_income,2010,74.41,2.5,8474919.921875,4.23,3.75,4.53,35.33,42227314.12,27013155.69,293019139.0,2010
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2010,52.96,13.6,6349.99990463257,4.42,3.25,6.84,21.3,727460.5,11289768.35,3206164.59,2010
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2010,55.1,7.1,7010.00022888184,3.76,2.85,4.11,21.3,810727.96,10651070.45,3427699.31,2010
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2010,75.42,12.9,63560.001373291,7.07,4.83,10.98,16.79,2358413.49,1719543.35,7082340.16,2010
Comoros,Sub-Saharan_Africa,Lower_middle_income,2010,61.86,12.4,170.000001788139,4.99,2.74,6.69,21.3,16709.47,173026.25,97904.97,2010
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2010,78.77,4.6,7110.0001335144,8.03,6.57,7.17,35.12,131821.1,93146.07,712371.8,2010
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2010,78.34,2.5,28110.0006103516,10.69,12.84,2.5,37.96,320745.16,239205.16,2586474.71,2010
Cyprus,Europe_&_Central_Asia,High_income,2010,79.43,3.0,7900.00009536743,6.52,6.54,6.26,76.53,26183.58,10625.94,230258.71,2010
Germany,Europe_&_Central_Asia,High_income,2010,79.99,2.5,773070.007324219,11.1,4.94,6.97,96.48,1862602.48,932582.66,23010063.28,2010
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2010,60.06,22.4,519.999980926514,3.06,4.49,27.06,29.77,32076.62,307613.45,138892.23,2010
Denmark,Europe_&_Central_Asia,High_income,2010,79.1,2.5,48119.9989318848,10.33,8.56,7.75,88.16,119178.93,74074.82,1459483.0,2010
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2010,72.05,13.0,20680.0003051758,5.58,3.65,5.21,38.16,407265.64,803213.44,1688807.16,2010
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2010,74.94,4.3,114180.000305176,5.12,5.95,9.96,19.85,1246848.01,1869500.26,6219718.07,2010
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2010,75.09,12.3,37250.0,6.12,4.51,4.09,41.04,795157.6,831465.28,2522263.15,2010
Eritrea,Sub-Saharan_Africa,Low_income,2010,62.19,28.5,500.0,4.93,3.34,5.49,9.4,266251.19,1852688.88,831262.13,2010
Spain,Europe_&_Central_Asia,High_income,2010,81.63,2.5,273250.0,9.12,4.86,19.86,94.53,957877.13,538228.09,10789191.33,2010
Estonia,Europe_&_Central_Asia,High_income,2010,75.43,2.5,19000.0,6.27,5.52,16.71,92.7,54940.36,20308.76,398004.87,2010
Ethiopia,Sub-Saharan_Africa,Low_income,2010,61.63,24.7,6469.99979019165,5.47,4.5,2.34,4.54,2922804.32,31853490.97,11192274.62,2010
Finland,Europe_&_Central_Asia,High_income,2010,79.87,2.5,62529.9987792969,9.14,6.5,8.39,82.56,203753.61,40718.86,1386952.68,2010
Fiji,East_Asia_&_Pacific,Upper_middle_income,2010,66.66,5.6,1159.9999666214,3.42,4.82,4.31,34.89,25208.96,55285.37,227552.88,2010
France,Europe_&_Central_Asia,High_income,2010,81.66,2.5,347779.998779297,11.23,5.43,8.87,78.92,2001325.5,770606.29,14550144.65,2010
United_Kingdom,Europe_&_Central_Asia,High_income,2010,80.4,2.5,482440.002441406,9.84,5.67,7.79,97.93,1221344.51,1004807.32,16073404.35,2010
Georgia,Europe_&_Central_Asia,Upper_middle_income,2010,71.46,6.7,5320.00017166138,9.07,2.8,20.2,40.86,149699.88,131901.06,1339635.97,2010
Ghana,Sub-Saharan_Africa,Lower_middle_income,2010,61.03,6.1,11189.9995803833,4.25,5.54,5.38,8.64,741245.03,8350244.97,4016839.41,2010
Guinea,Sub-Saharan_Africa,Low_income,2010,56.86,28.5,2500.0,3.43,2.55,4.77,9.4,425423.09,5424579.17,1885707.84,2010
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2010,54.63,28.5,239.999994635582,6.26,1.86,6.08,7.31,86193.65,708195.56,294911.45,2010
Greece,Europe_&_Central_Asia,High_income,2010,80.39,2.5,87580.0018310547,9.6,3.54,12.71,83.84,257459.36,115455.6,2946368.09,2010
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2010,72.87,7.3,289.99999165535,5.42,3.74,6.94,38.16,3230.76,4119.1,23573.09,2010
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2010,71.48,16.4,11439.9995803833,6.12,2.85,3.5,38.16,906683.08,1409193.12,2359988.55,2010
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2010,68.06,8.7,1759.99999046326,4.22,2.41,11.8,38.16,48720.51,72800.95,181095.86,2010
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2010,73.32,15.8,8180.00030517578,8.73,6.8,4.12,45.72,403953.05,505166.42,1338914.59,2010
Croatia,Europe_&_Central_Asia,High_income,2010,76.48,2.5,19459.9990844727,8.09,4.2,11.62,78.46,168923.68,50766.49,1310874.84,2010
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2010,60.51,44.4,2460.00003814697,4.63,1.63,15.38,43.99,14125354.87,2821266.39,2401520.42,2010
Hungary,Europe_&_Central_Asia,High_income,2010,74.21,2.5,47880.0010681152,7.46,4.72,11.17,75.05,384455.55,123222.98,3376183.2,2010
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2010,69.2,13.0,415519.989013672,2.79,2.81,5.61,47.86,5728815.31,22901985.11,48708035.12,2010
India,South_Asia,Lower_middle_income,2010,66.69,15.9,1659979.98046875,3.27,3.38,5.55,25.38,55078934.61,210484107.4,226910608.8,2010
Ireland,Europe_&_Central_Asia,High_income,2010,80.74,2.5,40189.998626709,10.51,6.05,14.53,70.19,98775.64,49366.94,942653.61,2010
Iraq,Middle_East_&_North_Africa,Upper_middle_income,2010,68.57,15.0,108550.003051758,3.23,4.6,8.25,38.03,2264835.37,2252212.61,5436985.65,2010
Iceland,Europe_&_Central_Asia,High_income,2010,81.9,2.5,1960.00003814697,8.36,6.94,7.56,62.68,6325.92,3224.28,60654.82,2010
Israel,Middle_East_&_North_Africa,High_income,2010,81.6,2.5,70519.9966430664,7.02,5.52,8.48,87.4,148791.93,96647.11,1327440.18,2010
Italy,Europe_&_Central_Asia,High_income,2010,82.04,2.5,405269.989013672,8.92,4.33,8.36,95.7,1158817.56,583721.58,15713183.83,2010
Jamaica,Latin_America_&_Caribbean,Upper_middle_income,2010,74.04,9.7,7480.00001907349,5.3,6.37,12.37,38.16,65340.34,122749.22,510292.31,2010
Jordan,Middle_East_&_North_Africa,Upper_middle_income,2010,73.43,6.2,20200.0007629395,8.17,3.1,12.5,79.28,140750.19,260476.31,953681.16,2010
Japan,East_Asia_&_Pacific,High_income,2010,82.84,2.7,1156479.98046875,9.06,3.6,5.1,77.36,3543927.03,2023257.29,30129010.97,2010
Kazakhstan,Europe_&_Central_Asia,Upper_middle_income,2010,68.45,3.2,229699.996948242,2.74,3.46,5.77,40.62,1076538.42,796329.72,4541357.58,2010
Kenya,Sub-Saharan_Africa,Lower_middle_income,2010,60.96,22.2,12640.0003433228,6.12,4.82,2.84,21.3,1087597.04,13018387.28,5224568.63,2010
Cambodia,East_Asia_&_Pacific,Lower_middle_income,2010,66.56,11.2,5139.9998664856,6.91,1.53,0.77,47.86,547632.06,2296066.97,2695119.17,2010
Kiribati,East_Asia_&_Pacific,Lower_middle_income,2010,65.77,4.4,50.0000007450581,9.21,11.98,2.1900000000000004,22.71,4629.02,18239.06,32180.47,2010
Kuwait,Middle_East_&_North_Africa,High_income,2010,74.36,2.5,80720.0012207031,2.68,3.57,1.82,100.0,61536.43,57066.9,394507.09,2010
Lebanon,Middle_East_&_North_Africa,Lower_middle_income,2010,78.36,5.7,20860.0006103516,7.44,1.61,6.84,12.8,97558.3,133422.69,926496.44,2010
Liberia,Sub-Saharan_Africa,Low_income,2010,59.6,34.5,730.000019073486,8.95,2.17,2.27,9.4,111381.46,1596682.54,575941.18,2010
Sri_Lanka,South_Asia,Lower_middle_income,2010,75.44,9.6,13069.9996948242,3.87,1.72,4.78,32.1,1232293.65,683982.99,3908468.0,2010
Lesotho,Sub-Saharan_Africa,Lower_middle_income,2010,45.1,11.6,550.000011920929,8.42,8.58,27.08,28.56,162722.92,1216618.77,418187.33,2010
Lithuania,Europe_&_Central_Asia,High_income,2010,73.27,2.5,12600.0003814697,6.81,5.3,17.81,84.23,206468.99,57932.45,1027700.97,2010
Luxembourg,Europe_&_Central_Asia,High_income,2010,80.63,2.5,11029.9997329712,7.03,3.71,4.36,92.42,12069.53,5357.33,113192.32,2010
Latvia,Europe_&_Central_Asia,High_income,2010,73.48,2.5,8520.00045776367,6.12,5.04,19.48,61.81,114264.36,42094.56,738393.66,2010
Morocco,Middle_East_&_North_Africa,Lower_middle_income,2010,74.38,5.1,51759.9983215332,5.86,5.3,9.09,36.13,1307549.1,2405151.27,6514665.57,2010
Moldova,Europe_&_Central_Asia,Upper_middle_income,2010,69.62,3.4,8300.00019073486,10.13,7.59,7.45,40.62,209404.98,141030.03,1295402.61,2010
Madagascar,Sub-Saharan_Africa,Low_income,2010,63.39,28.2,1870.00000476837,4.65,2.75,4.28,7.04,535392.1,7090977.06,3291985.37,2010
Mexico,Latin_America_&_Caribbean,Upper_middle_income,2010,75.06,4.8,462869.995117188,5.74,5.16,5.3,34.2,4424916.24,4435030.2,20382411.52,2010
North_Macedonia,Europe_&_Central_Asia,Upper_middle_income,2010,75.0,3.4,8640.00034332275,6.71,3.3,32.02,12.72,58427.2,35762.9,613761.11,2010
Mali,Sub-Saharan_Africa,Low_income,2010,55.25,5.8,2779.99997138977,4.68,3.34,8.07,12.86,631314.28,10248188.83,2618578.83,2010
Malta,Middle_East_&_North_Africa,High_income,2010,81.4,2.5,2589.99991416931,7.95,6.25,6.85,91.87,8800.89,5472.77,99017.54,2010
Myanmar,East_Asia_&_Pacific,Lower_middle_income,2010,63.52,10.2,8130.00011444092,1.96,0.9,0.72,61.03,2080898.49,8789899.61,11868646.88,2010
Mongolia,East_Asia_&_Pacific,Lower_middle_income,2010,67.38,16.5,14310.0004196167,3.74,4.65,6.55,41.48,174690.42,229006.07,694500.77,2010
Mozambique,Sub-Saharan_Africa,Low_income,2010,52.31,24.1,2680.0000667572,5.45,5.95,3.22,9.4,898338.51,14018851.69,3658618.25,2010
Mauritania,Sub-Saharan_Africa,Lower_middle_income,2010,62.53,8.2,2400.00009536743,2.64,2.13,9.86,21.3,103656.12,792053.19,445700.41,2010
Malawi,Sub-Saharan_Africa,Low_income,2010,55.56,15.5,889.999985694885,7.24,3.54,5.89,21.69,392139.91,7074948.69,2114559.41,2010
Malaysia,East_Asia_&_Pacific,Upper_middle_income,2010,74.49,3.4,200220.001220703,3.16,4.97,3.39,69.04,737898.7,1103581.67,4509795.64,2010
Niger,Sub-Saharan_Africa,Low_income,2010,57.33,28.5,1370.00000476837,5.02,2.72,0.78,11.9,578465.35,11163495.38,2353951.58,2010
Nicaragua,Latin_America_&_Caribbean,Lower_middle_income,2010,72.43,20.0,4510.00022888184,7.71,4.48,7.83,43.99,167233.43,261129.48,866543.54,2010
Netherlands,Europe_&_Central_Asia,High_income,2010,80.7,2.5,171110.000610352,10.16,5.49,4.99,97.47,310087.79,205478.35,3856890.51,2010
Norway,Europe_&_Central_Asia,High_income,2010,81.0,2.5,41409.9998474121,8.91,6.75,3.52,61.93,122551.48,57923.99,1115943.63,2010
Nepal,South_Asia,Lower_middle_income,2010,67.61,9.9,4639.9998664856,4.35,3.63,1.82,26.86,841754.17,4140126.84,4673871.13,2010
New_Zealand,East_Asia_&_Pacific,High_income,2010,80.7,2.5,31049.9992370605,9.59,7.0,6.56,79.96,151870.71,47721.72,894347.53,2010
Oman,Middle_East_&_North_Africa,High_income,2010,75.68,7.7,47080.0018310547,2.82,4.19,3.99,86.51,152354.47,85622.78,412725.8,2010
Pakistan,South_Asia,Lower_middle_income,2010,65.26,15.4,140619.995117188,2.6,2.29,0.65,32.1,6011592.75,54309381.79,33497999.47,2010
Panama,Latin_America_&_Caribbean,High_income,2010,76.79,10.9,9189.9995803833,7.09,3.28,3.72,62.86,127236.42,159458.92,549793.23,2010
Peru,Latin_America_&_Caribbean,Upper_middle_income,2010,74.41,8.7,45000.0,4.72,2.87,3.58,29.59,924917.68,1842330.66,4396011.35,2010
Philippines,East_Asia_&_Pacific,Lower_middle_income,2010,69.82,12.2,81930.0003051758,4.13,2.31,3.61,49.15,2784619.1,9548767.85,17222843.84,2010
Papua_New_Guinea,East_Asia_&_Pacific,Lower_middle_income,2010,62.03,26.2,5019.99998092651,2.11,1.92,2.0,47.86,342469.35,1853149.08,1536444.28,2010
Poland,Europe_&_Central_Asia,High_income,2010,76.25,2.5,313739.990234375,6.41,5.06,9.64,85.7,1578600.33,563574.42,10372527.3,2010
Portugal,Europe_&_Central_Asia,High_income,2010,79.03,2.5,50939.998626709,10.03,5.41,10.77,66.68,249969.8,202138.23,2867524.36,2010
Paraguay,Latin_America_&_Caribbean,Upper_middle_income,2010,72.65,7.7,5039.99996185303,5.47,2.77,4.57,52.7,211634.73,305535.51,993600.5,2010
Qatar,Middle_East_&_North_Africa,High_income,2010,79.11,2.7,60580.0018310547,1.87,4.54,0.45,76.9,69129.47,24076.27,202372.09,2010
Romania,Europe_&_Central_Asia,High_income,2010,73.46,2.5,77620.002746582,5.77,3.49,6.96,62.36,823143.44,483434.4,6603982.79,2010
Rwanda,Sub-Saharan_Africa,Low_income,2010,63.43,31.4,600.000023841858,8.05,4.63,1.08,9.4,442415.94,2862099.89,1481781.05,2010
Saudi_Arabia,Middle_East_&_North_Africa,High_income,2010,73.92,5.9,446130.004882813,3.65,7.09,5.55,46.98,1682103.34,724537.7,4203214.74,2010
Sudan,Sub-Saharan_Africa,Low_income,2010,62.76,16.5,16420.0000762939,5.06,1.43,15.2,9.4,1457685.86,6775142.35,6393744.62,2010
Senegal,Sub-Saharan_Africa,Lower_middle_income,2010,64.28,11.3,7030.00020980835,4.03,5.22,10.26,17.68,296715.82,3716347.24,1830704.3,2010
Singapore,East_Asia_&_Pacific,High_income,2010,81.54,2.5,42409.9998474121,3.2,3.08,4.12,100.0,85959.81,72250.92,715019.06,2010
Solomon_Islands,East_Asia_&_Pacific,Lower_middle_income,2010,70.67,13.7,340.000003576279,8.39,7.93,1.58,47.86,35120.1,107162.61,148553.19,2010
Sierra_Leone,Sub-Saharan_Africa,Low_income,2010,49.38,29.1,560.000002384186,10.94,2.59,4.17,11.39,267320.0,3911711.83,1178263.76,2010
El_Salvador,Latin_America_&_Caribbean,Lower_middle_income,2010,71.21,10.5,6539.99996185303,8.24,4.05,4.89,43.99,362567.71,259492.56,1046264.66,2010
Serbia,Europe_&_Central_Asia,Upper_middle_income,2010,74.34,2.5,47099.9984741211,9.52,4.33,19.22,19.64,298582.94,132606.22,2989272.2,2010
Sao_Tome_and_Principe,Sub-Saharan_Africa,Lower_middle_income,2010,67.43,13.0,100.000001490116,6.84,9.65,14.6,23.5,3945.29,23395.06,28459.76,2010
Suriname,Latin_America_&_Caribbean,Upper_middle_income,2010,70.46,7.3,1740.00000953674,5.03,5.53,7.15,28.53,24175.03,40673.77,112196.24,2010
Slovenia,Europe_&_Central_Asia,High_income,2010,79.42,2.5,15779.9997329712,8.57,5.55,7.24,47.57,92954.65,22791.81,497767.64,2010
Sweden,Europe_&_Central_Asia,High_income,2010,81.45,2.5,48130.0010681152,8.32,6.52,8.61,93.88,233586.63,96994.36,2270106.19,2010
Eswatini,Sub-Saharan_Africa,Lower_middle_income,2010,46.6,17.6,649.999976158142,8.59,6.12,26.41,21.3,72061.52,675840.86,201230.17,2010
Chad,Sub-Saharan_Africa,Low_income,2010,50.89,31.4,1240.00000953674,4.06,1.98,0.96,8.9,506975.65,8262666.88,1910734.73,2010
Togo,Sub-Saharan_Africa,Low_income,2010,57.47,20.8,2630.00011444092,4.45,4.1,2.43,7.36,231107.15,2765905.69,972039.15,2010
Thailand,East_Asia_&_Pacific,Upper_middle_income,2010,74.18,9.9,234380.004882813,3.39,3.51,0.62,22.57,2813080.54,2668490.55,13064717.55,2010
Tajikistan,Europe_&_Central_Asia,Lower_middle_income,2010,68.74,2.5,2450.00004768372,5.74,4.01,10.89,51.39,239458.0,844738.67,1364156.97,2010
Turkmenistan,Europe_&_Central_Asia,Upper_middle_income,2010,66.66,4.3,59180.0003051758,5.0,3.08,4.0,40.62,145003.06,395568.69,981065.16,2010
Tonga,East_Asia_&_Pacific,Upper_middle_income,2010,70.06,4.0,119.999997317791,4.98,4.32,1.74,36.41,2270.86,6268.7,19679.83,2010
Trinidad_and_Tobago,Latin_America_&_Caribbean,High_income,2010,71.95,8.2,21459.9990844727,5.08,3.64,4.03,62.86,65071.39,51936.07,314737.07,2010
Tunisia,Middle_East_&_North_Africa,Lower_middle_income,2010,75.04,3.4,27520.0004577637,5.88,5.96,13.05,67.13,311965.0,337080.14,2013924.8,2010
Tanzania,Sub-Saharan_Africa,Lower_middle_income,2010,58.58,25.6,6909.99984741211,5.22,4.54,2.99,16.94,1325388.44,18104420.09,7111755.48,2010
Uganda,Sub-Saharan_Africa,Low_income,2010,57.1,28.5,3329.99992370605,6.81,1.73,3.59,9.4,992139.97,15361819.23,4301843.86,2010
Ukraine,Europe_&_Central_Asia,Lower_middle_income,2010,70.27,2.5,268920.013427734,6.81,7.4,8.1,51.39,2362736.62,1445437.06,17050942.9,2010
Uruguay,Latin_America_&_Caribbean,High_income,2010,76.75,2.5,6280.00020980835,7.91,4.37,7.16,62.86,132756.49,83475.85,814647.57,2010
United_States,North_America,High_income,2010,78.54,2.5,5392109.86328125,16.26,4.93,9.63,98.14,9180413.52,4853056.73,81408526.69,2010
Uzbekistan,Europe_&_Central_Asia,Lower_middle_income,2010,69.67,5.4,126239.99786377,5.22,5.74,5.4,51.39,1016841.98,2478444.37,5986582.34,2010
Vietnam,East_Asia_&_Pacific,Lower_middle_income,2010,74.84,10.9,151410.003662109,4.7,5.14,1.11,47.86,3146870.04,4397798.89,16008602.35,2010
Vanuatu,East_Asia_&_Pacific,Lower_middle_income,2010,69.12,6.3,129.999995231628,3.53,5.6,1.85,47.86,10985.24,28250.08,54428.35,2010
Samoa,East_Asia_&_Pacific,Lower_middle_income,2010,71.66,4.2,189.999997615814,5.29,5.85,5.73,48.2,6176.83,8627.32,38898.3,2010
Zambia,Sub-Saharan_Africa,Low_income,2010,55.66,28.5,2660.00008583069,3.72,3.7,13.19,9.4,454697.47,6343330.62,2091138.62,2010
Zimbabwe,Sub-Saharan_Africa,Lower_middle_income,2010,50.64,12.4,9600.00038146973,10.48,1.54,5.21,28.64,522321.99,6911187.16,2026311.5,2010
Angola,Sub-Saharan_Africa,Lower_middle_income,2011,56.33,16.4,23870.0008392334,2.65,3.03,7.36,21.3,1263108.34,9114917.42,3506251.22,2011
Albania,Europe_&_Central_Asia,Upper_middle_income,2011,76.91,5.4,4849.99990463257,4.8,3.08,13.48,44.73,80572.2,66856.83,571613.21,2011
United_Arab_Emirates,Middle_East_&_North_Africa,High_income,2011,76.52,8.8,165600.006103516,3.67,3.87,2.3,83.74,372530.97,115961.29,1150518.74,2011
Argentina,Latin_America_&_Caribbean,Upper_middle_income,2011,75.44,2.9,176639.999389648,9.42,5.29,7.18,50.19,1420669.31,1490301.03,8739679.99,2011
Armenia,Europe_&_Central_Asia,Upper_middle_income,2011,73.57,3.4,4940.00005722046,9.38,3.14,18.44,55.41,88337.73,88024.47,793471.02,2011
Antigua_and_Barbuda,Latin_America_&_Caribbean,High_income,2011,75.96,4.4,540.000021457672,5.44,2.58,7.41,62.86,2158.79,2559.51,17051.53,2011
Australia,East_Asia_&_Pacific,High_income,2011,81.9,2.5,386380.004882813,8.54,5.07,5.08,65.56,663308.41,208749.35,4626553.29,2011
Austria,Europe_&_Central_Asia,High_income,2011,80.98,2.5,68269.9966430664,10.03,5.59,4.56,99.64,224081.37,73137.18,2140932.71,2011
Azerbaijan,Europe_&_Central_Asia,Upper_middle_income,2011,71.23,2.5,27280.0006866455,2.45,2.44,5.42,24.7,241187.41,684477.49,2188172.16,2011
Burundi,Sub-Saharan_Africa,Low_income,2011,57.92,28.5,360.000014305115,10.07,6.32,1.6,9.4,487312.18,4059643.21,1380500.76,2011
Belgium,Europe_&_Central_Asia,High_income,2011,80.59,2.5,96480.0033569336,10.39,6.43,7.14,80.89,395231.44,165055.78,2759657.34,2011
Benin,Sub-Saharan_Africa,Lower_middle_income,2011,59.59,7.9,4650.00009536743,3.1,4.4,2.65,21.3,366036.74,4426822.58,1584822.13,2011
Burkina_Faso,Sub-Saharan_Africa,Low_income,2011,57.76,12.6,2460.00003814697,4.65,3.99,3.79,9.4,684298.08,9934204.66,3090218.4,2011
Bangladesh,South_Asia,Lower_middle_income,2011,70.26,15.8,54419.9981689453,2.76,2.13,3.77,29.48,3763712.05,17357602.04,24215321.21,2011
Bulgaria,Europe_&_Central_Asia,Upper_middle_income,2011,74.16,4.0,49639.9993896484,7.14,3.55,11.26,54.94,284499.2,136293.57,2944689.74,2011
Bahrain,Middle_East_&_North_Africa,High_income,2011,76.2,2.7,26020.0004577637,3.58,3.03,1.18,81.53,29145.54,18801.02,182058.11,2011
Belarus,Europe_&_Central_Asia,Upper_middle_income,2011,70.55,2.5,58549.9992370605,4.87,4.68,6.17,79.08,687636.0,198734.37,3508893.94,2011
Belize,Latin_America_&_Caribbean,Upper_middle_income,2011,72.57,6.4,670.000016689301,5.72,6.61,8.28,38.16,16441.63,19235.79,51127.1,2011
Bolivia,Latin_America_&_Caribbean,Lower_middle_income,2011,68.52,17.3,16610.0006103516,5.17,7.07,2.25,40.06,394903.49,1217027.11,1919423.49,2011
Brazil,Latin_America_&_Caribbean,Upper_middle_income,2011,73.92,3.2,418309.997558594,7.79,5.74,6.92,40.26,9965592.64,11022674.56,42029886.81,2011
Barbados,Latin_America_&_Caribbean,High_income,2011,78.46,4.2,1759.99999046326,6.9,5.38,11.19,62.86,6901.09,9751.29,70121.88,2011
Bhutan,South_Asia,Lower_middle_income,2011,68.84,14.4,589.999973773956,3.35,4.77,3.23,64.3,21520.01,87773.12,121917.53,2011
Central_African_Republic,Sub-Saharan_Africa,Low_income,2011,47.95,29.6,189.999997615814,3.87,1.11,5.61,16.78,378078.61,3600491.46,926514.7,2011
Canada,North_America,High_income,2011,81.45,2.5,549289.978027344,10.4,5.26,7.51,81.25,848603.78,410613.02,7428503.05,2011
Switzerland,Europe_&_Central_Asia,High_income,2011,82.7,2.5,41189.998626709,10.02,4.82,4.4,99.62,216254.59,78602.34,1817156.91,2011
Chile,Latin_America_&_Caribbean,High_income,2011,78.99,3.3,76470.0012207031,6.77,4.05,7.34,64.5,512645.84,302734.23,3251142.12,2011
China,East_Asia_&_Pacific,Upper_middle_income,2011,74.71,2.5,9282549.8046875,4.34,3.52,4.55,38.54,40355424.0,26127233.19,295761448.8,2011
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2011,53.62,10.9,6119.99988555908,4.4,2.87,7.12,21.3,849300.73,11079198.68,3249636.43,2011
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2011,55.58,5.6,6809.99994277954,4.02,2.65,3.96,21.3,838416.29,10501727.96,3554344.44,2011
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2011,75.66,12.3,69099.9984741211,6.78,4.47,10.11,16.95,2247301.64,1610981.22,7059412.34,2011
Comoros,Sub-Saharan_Africa,Lower_middle_income,2011,62.24,12.4,150.000005960464,5.3,2.83,7.05,21.3,24436.46,165565.24,100954.77,2011
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2011,78.92,5.0,7429.99982833862,8.12,6.38,10.14,34.47,127156.28,91471.86,712788.12,2011
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2011,78.4,2.5,27590.0001525879,11.31,10.41,3.18,37.8,312074.59,238864.68,2542574.3,2011
Cyprus,Europe_&_Central_Asia,High_income,2011,79.62,2.5,7630.00011444092,6.45,6.54,7.86,76.58,26316.51,10607.68,232357.14,2011
Germany,Europe_&_Central_Asia,High_income,2011,80.44,2.5,746479.98046875,10.78,4.82,5.82,96.57,1851767.58,933546.12,22934622.59,2011
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2011,60.67,21.3,479.999989271164,3.38,8.04,26.89,30.59,32576.87,303424.46,143462.19,2011
Denmark,Europe_&_Central_Asia,High_income,2011,79.8,2.5,43099.9984741211,10.15,8.48,7.77,88.61,116817.14,72677.14,1442636.22,2011
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2011,72.28,11.1,20909.9998474121,5.67,3.65,6.09,38.16,415154.62,821367.3,1730642.5,2011
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2011,75.2,3.8,120790.000915527,5.27,5.95,9.96,19.68,1242386.26,1848694.18,6345217.75,2011
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2011,75.29,8.4,37099.9984741211,6.48,4.73,3.46,41.17,767785.44,770988.02,2544333.76,2011
Eritrea,Sub-Saharan_Africa,Low_income,2011,62.73,28.5,569.999992847443,5.22,3.34,5.52,9.4,265422.96,1819263.84,843185.02,2011
Spain,Europe_&_Central_Asia,High_income,2011,82.48,2.5,274399.993896484,9.17,4.9,21.39,94.72,939226.53,532269.64,10864926.7,2011
Estonia,Europe_&_Central_Asia,High_income,2011,76.23,2.5,18170.0000762939,5.77,5.01,12.33,92.71,54035.18,20445.82,401057.25,2011
Ethiopia,Sub-Saharan_Africa,Low_income,2011,62.5,20.9,7539.99996185303,4.47,5.49,2.31,4.78,2868780.28,30193812.97,11354780.29,2011
Finland,Europe_&_Central_Asia,High_income,2011,80.47,2.5,55119.9989318848,9.22,6.45,7.78,82.82,197412.09,39712.07,1389221.96,2011
Fiji,East_Asia_&_Pacific,Upper_middle_income,2011,66.76,6.6,1110.00001430511,3.14,4.17,4.41,34.89,25123.61,54900.2,230895.92,2011
France,Europe_&_Central_Asia,High_income,2011,82.11,2.5,335140.014648438,11.18,5.43,8.81,78.88,1973238.44,756829.57,14590199.3,2011
United_Kingdom,Europe_&_Central_Asia,High_income,2011,80.95,2.5,445589.996337891,9.85,5.56,8.04,97.95,1203634.57,996706.76,16078595.31,2011
Georgia,Europe_&_Central_Asia,Upper_middle_income,2011,71.77,8.2,6519.99998092651,8.01,2.58,19.63,40.14,146777.11,126577.49,1323257.05,2011
Ghana,Sub-Saharan_Africa,Lower_middle_income,2011,61.38,6.1,11750.0,4.71,8.14,5.6,9.11,756012.61,8061889.11,4131445.02,2011
Guinea,Sub-Saharan_Africa,Low_income,2011,57.39,28.5,2619.99988555908,3.79,2.29,4.79,9.4,432988.4,5390312.17,1912809.5,2011
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2011,55.14,28.5,239.999994635582,6.22,1.86,5.98,7.76,83039.5,687873.74,295668.06,2011
